gene,seqnames,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,logFC,AveExpr,t,P.Value,adj.P.Val,isSignificant
CCDC121,2,27625639,27629012,3374,-,ENSG00000176714,CCDC121,protein_coding,chromosome,coiled-coil domain containing 121 [Source:HGNC Symbol;Acc:HGNC:25833],ENSG00000176714.9,-0.12502141170873204,1.518396266099182,0,0.9999999587068679,1,FALSE
TNXB,6,32041153,32115334,74182,-,ENSG00000168477,TNXB,protein_coding,chromosome,tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976],ENSG00000168477.19,0.04639314448583454,3.050393421877707,0,0.9999999588546897,1,FALSE
NXT2,X,109535781,109544690,8910,+,ENSG00000101888,NXT2,protein_coding,chromosome,nuclear transport factor 2 like export factor 2 [Source:HGNC Symbol;Acc:HGNC:18151],ENSG00000101888.11,-0.3537461355583682,3.7293226432571447,0,0.9999999590330981,1,FALSE
HPF1,4,169729470,169757944,28475,-,ENSG00000056050,HPF1,protein_coding,chromosome,histone PARylation factor 1 [Source:HGNC Symbol;Acc:HGNC:26051],ENSG00000056050.7,-0.2467159905605798,3.391076491907173,0,0.9999999592672573,1,FALSE
CPEB1,15,82543201,82648861,105661,-,ENSG00000214575,CPEB1,protein_coding,chromosome,cytoplasmic polyadenylation element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21744],ENSG00000214575.9,0.04299110472944656,-0.20580130595763127,0,0.9999999593989223,1,FALSE
SYNJ1,21,32628759,32728048,99290,-,ENSG00000159082,SYNJ1,protein_coding,chromosome,synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503],ENSG00000159082.17,0.25308736405863286,5.594611689281491,0,0.9999999595284657,1,FALSE
RAD51C,17,58692573,58735611,43039,+,ENSG00000108384,RAD51C,protein_coding,chromosome,RAD51 paralog C [Source:HGNC Symbol;Acc:HGNC:9820],ENSG00000108384.15,0.11044907034616802,3.078151369418945,0,0.9999999595419418,1,FALSE
C18orf54,18,54357906,54385218,27313,+,ENSG00000166845,C18orf54,protein_coding,chromosome,chromosome 18 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:13796],ENSG00000166845.15,0.086680581239523935,2.099967759808719,0,0.9999999596174151,1,FALSE
RPS26P19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.016383590439150275,1.1230024916118289,0,0.9999999599726146,1,FALSE
NUDT16L1,16,4693694,4695859,2166,+,ENSG00000168101,NUDT16L1,protein_coding,chromosome,nudix hydrolase 16 like 1 [Source:HGNC Symbol;Acc:HGNC:28154],ENSG00000168101.14,-0.3835493112562651,3.7143924926556715,0,0.9999999600540728,1,FALSE
QKI,6,163414000,163578592,164593,+,ENSG00000112531,QKI,protein_coding,chromosome,"QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]",ENSG00000112531.17,0.14843427188304403,7.797394395714404,0,0.9999999601172787,1,FALSE
CBFB,16,67028984,67101058,72075,+,ENSG00000067955,CBFB,protein_coding,chromosome,core-binding factor subunit beta [Source:HGNC Symbol;Acc:HGNC:1539],ENSG00000067955.15,-0.33605827769881724,6.079035415116079,0,0.9999999602534402,1,FALSE
PROCA1,17,28703197,28711854,8658,-,ENSG00000167525,PROCA1,protein_coding,chromosome,protein interacting with cyclin A1 [Source:HGNC Symbol;Acc:HGNC:28600],ENSG00000167525.13,-0.16784915446244741,1.8717486133855314,0,0.9999999605191461,1,FALSE
SELENOH,11,57741250,57743554,2305,+,ENSG00000211450,SELENOH,protein_coding,chromosome,selenoprotein H [Source:HGNC Symbol;Acc:HGNC:18251],ENSG00000211450.10,-0.21952611054529125,4.410221183347711,0,0.9999999607645085,1,FALSE
PFKM,12,48105139,48146404,41266,+,ENSG00000152556,PFKM,protein_coding,chromosome,"phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]",ENSG00000152556.17,0.07769572025329152,3.3545175759211983,0,0.999999960794213,1,FALSE
NADSYN1,11,71453109,71524107,70999,+,ENSG00000172890,NADSYN1,protein_coding,chromosome,NAD synthetase 1 [Source:HGNC Symbol;Acc:HGNC:29832],ENSG00000172890.13,0.22456954437355936,6.458600501130745,0,0.9999999608433302,1,FALSE
CAPS2,12,75275979,75390928,114950,-,ENSG00000180881,CAPS2,protein_coding,chromosome,calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471],ENSG00000180881.19,-0.3668052576036931,1.1763009793097001,0,0.9999999609527324,1,FALSE
TNFRSF10A,8,23190452,23225102,34651,-,ENSG00000104689,TNFRSF10A,protein_coding,chromosome,TNF receptor superfamily member 10a [Source:HGNC Symbol;Acc:HGNC:11904],ENSG00000104689.10,-0.10277103778592211,3.761321700692348,0,0.9999999611524245,1,FALSE
COQ2,4,83261536,83284914,23379,-,ENSG00000173085,COQ2,protein_coding,chromosome,"coenzyme Q2, polyprenyltransferase [Source:HGNC Symbol;Acc:HGNC:25223]",ENSG00000173085.14,-0.11150645651138102,3.198082963003478,0,0.9999999614927194,1,FALSE
SCAMP3,1,155255979,155262430,6452,-,ENSG00000116521,SCAMP3,protein_coding,chromosome,secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565],ENSG00000116521.11,-0.2477211359680176,5.083852910725551,0,0.999999961508059,1,FALSE
RRP7A,22,42508344,42519796,11453,-,ENSG00000189306,RRP7A,protein_coding,chromosome,ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286],ENSG00000189306.11,-0.1917914580329798,5.002352320605933,0,0.9999999616601556,1,FALSE
STOML2,9,35099776,35103195,3420,-,ENSG00000165283,STOML2,protein_coding,chromosome,stomatin like 2 [Source:HGNC Symbol;Acc:HGNC:14559],ENSG00000165283.16,0.15543204959548174,4.715389514158326,0,0.9999999616710485,1,FALSE
GATAD2A,19,19385826,19508931,123106,+,ENSG00000167491,GATAD2A,protein_coding,chromosome,GATA zinc finger domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29989],ENSG00000167491.17,0.41919229291090243,6.997290649567806,0,0.999999961727767,1,FALSE
MED13,17,61942605,62065278,122674,-,ENSG00000108510,MED13,protein_coding,chromosome,mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474],ENSG00000108510.10,0.289406592388211,6.95554569160313,0,0.9999999617890386,1,FALSE
AHSA1,14,77457870,77469472,11603,+,ENSG00000100591,AHSA1,protein_coding,chromosome,activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189],ENSG00000100591.8,-0.21577609268589182,5.822091153401691,0,0.9999999619079291,1,FALSE
EIF3J,15,44537125,44563029,25905,+,ENSG00000104131,EIF3J,protein_coding,chromosome,eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270],ENSG00000104131.13,-0.2645880737105948,5.55287069929844,0,0.99999996202516,1,FALSE
MCAT,22,43132209,43143398,11190,-,ENSG00000100294,MCAT,protein_coding,chromosome,malonyl-CoA-acyl carrier protein transacylase [Source:HGNC Symbol;Acc:HGNC:29622],ENSG00000100294.13,0.11430771903826198,1.8851460135067328,0,0.9999999620884713,1,FALSE
RTN4IP1,6,106570771,106629498,58728,-,ENSG00000130347,RTN4IP1,protein_coding,chromosome,reticulon 4 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18647],ENSG00000130347.13,-0.11560430817805822,2.0173852557958813,0,0.9999999621815533,1,FALSE
PSEN1,14,73136418,73223691,87274,+,ENSG00000080815,PSEN1,protein_coding,chromosome,presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508],ENSG00000080815.19,0.3289729075232728,7.516987331871459,0,0.9999999625651322,1,FALSE
IVD,15,40405485,40435947,30463,+,ENSG00000128928,IVD,protein_coding,chromosome,isovaleryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:6186],ENSG00000128928.10,-0.3813974048826605,4.895836622138156,0,0.9999999626081335,1,FALSE
AL356235.1,X,77910741,77964890,54150,+,ENSG00000248503,AL356235.1,transcribed_processed_pseudogene,chromosome,chromosome 4 open reading frame 46 (C4orf46) pseudogene,ENSG00000248503.2,0.254392996832816,1.049818381975037,0,0.999999962737434,1,FALSE
ZNF433,19,12014732,12035741,21010,-,ENSG00000197647,ZNF433,protein_coding,chromosome,zinc finger protein 433 [Source:HGNC Symbol;Acc:HGNC:20811],ENSG00000197647.11,0.005598322326116789,0.6984783988527125,0,0.9999999627646913,1,FALSE
MAP2K7,19,7903843,7914478,10636,+,ENSG00000076984,MAP2K7,protein_coding,chromosome,mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847],ENSG00000076984.17,0.2300855056722675,5.117768904567215,0,0.999999962997017,1,FALSE
RCCD1,15,90954870,90963125,8256,+,ENSG00000166965,RCCD1,protein_coding,chromosome,RCC1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30457],ENSG00000166965.12,0.09177336433029115,1.8994371190310773,0,0.9999999633915054,1,FALSE
LYSMD3,5,90515611,90529584,13974,-,ENSG00000176018,LYSMD3,protein_coding,chromosome,LysM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26969],ENSG00000176018.13,-0.17141494462896123,5.38720212389595,0,0.9999999634007241,1,FALSE
ZKSCAN2,16,25236001,25257845,21845,-,ENSG00000155592,ZKSCAN2,protein_coding,chromosome,zinc finger with KRAB and SCAN domains 2 [Source:HGNC Symbol;Acc:HGNC:25677],ENSG00000155592.16,-0.31257849421608563,2.3646553477631618,0,0.9999999635762841,1,FALSE
C22orf23,22,37943050,37953669,10620,-,ENSG00000128346,C22orf23,protein_coding,chromosome,chromosome 22 open reading frame 23 [Source:HGNC Symbol;Acc:HGNC:18589],ENSG00000128346.11,-0.216509243952687,1.3848386596363307,0,0.9999999635876763,1,FALSE
ZNF808,19,52527652,52564464,36813,+,ENSG00000198482,ZNF808,protein_coding,chromosome,zinc finger protein 808 [Source:HGNC Symbol;Acc:HGNC:33230],ENSG00000198482.13,-0.13989737018410198,3.3277815027026465,0,0.9999999637759637,1,FALSE
APOBEC3G,22,39077067,39087743,10677,+,ENSG00000239713,APOBEC3G,protein_coding,chromosome,apolipoprotein B mRNA editing enzyme catalytic subunit 3G [Source:HGNC Symbol;Acc:HGNC:17357],ENSG00000239713.9,-0.14523608725876702,5.887010146112796,0,0.9999999637852532,1,FALSE
PPRC1,10,102132994,102150333,17340,+,ENSG00000148840,PPRC1,protein_coding,chromosome,PPARG related coactivator 1 [Source:HGNC Symbol;Acc:HGNC:30025],ENSG00000148840.11,-0.18293735898533825,4.9751137192035495,0,0.9999999641774444,1,FALSE
NUDT6,4,122888697,122922968,34272,-,ENSG00000170917,NUDT6,protein_coding,chromosome,nudix hydrolase 6 [Source:HGNC Symbol;Acc:HGNC:8053],ENSG00000170917.14,-0.1021283108643607,0.5883706907831474,0,0.9999999643062851,1,FALSE
PSMB5,14,23016543,23035230,18688,-,ENSG00000100804,PSMB5,protein_coding,chromosome,proteasome 20S subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:9542],ENSG00000100804.19,0.2557274264545022,4.45811218897711,0,0.9999999644327983,1,FALSE
BTRC,10,101354033,101557321,203289,+,ENSG00000166167,BTRC,protein_coding,chromosome,beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1144],ENSG00000166167.18,-0.3339188743428192,4.137343072685647,0,0.999999964540444,1,FALSE
AP003084.1,11,86283927,86284668,742,+,ENSG00000254783,AP003084.1,processed_pseudogene,chromosome,"immunoglobin superfamily, member 21 (IGSF21) pseudogene",ENSG00000254783.1,0.01883866141962709,-0.21165982985086954,0,0.9999999645984944,1,FALSE
LEPROT,1,65420587,65436007,15421,+,ENSG00000213625,LEPROT,protein_coding,chromosome,leptin receptor overlapping transcript [Source:HGNC Symbol;Acc:HGNC:29477],ENSG00000213625.9,0.2943471384388303,6.346682543698574,0,0.9999999648396656,1,FALSE
PIP4K2A,10,22534854,22714578,179725,-,ENSG00000150867,PIP4K2A,protein_coding,chromosome,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997],ENSG00000150867.14,-0.2801552699937888,7.968869723693937,0,0.9999999649047349,1,FALSE
ABHD17B,9,71862452,71910931,48480,-,ENSG00000107362,ABHD17B,protein_coding,chromosome,abhydrolase domain containing 17B [Source:HGNC Symbol;Acc:HGNC:24278],ENSG00000107362.13,-0.5150326494410429,3.998757291707635,0,0.9999999651525422,1,FALSE
ANP32B,9,97983341,98015943,32603,+,ENSG00000136938,ANP32B,protein_coding,chromosome,acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol;Acc:HGNC:16677],ENSG00000136938.9,-0.14654217135805148,7.188690242333732,0,0.9999999653586036,1,FALSE
PSME2,14,24143362,24147570,4209,-,ENSG00000100911,PSME2,protein_coding,chromosome,proteasome activator subunit 2 [Source:HGNC Symbol;Acc:HGNC:9569],ENSG00000100911.16,0.03450050515386405,6.993983083195624,0,0.9999999654099756,1,FALSE
TEX264,3,51662693,51704323,41631,+,ENSG00000164081,TEX264,protein_coding,chromosome,"testis expressed 264, ER-phagy receptor [Source:HGNC Symbol;Acc:HGNC:30247]",ENSG00000164081.12,-0.333006710397739,4.712585587433652,0,0.9999999654757796,1,FALSE
C4orf33,4,129093317,129116640,23324,+,ENSG00000151470,C4orf33,protein_coding,chromosome,chromosome 4 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:27025],ENSG00000151470.13,0.09416944484450962,3.6403785624906666,0,0.9999999656534735,1,FALSE
FMR1,X,147911951,147951125,39175,+,ENSG00000102081,FMR1,protein_coding,chromosome,FMRP translational regulator 1 [Source:HGNC Symbol;Acc:HGNC:3775],ENSG00000102081.14,-0.05499499754484738,6.121377920863083,0,0.9999999657237553,1,FALSE
MAST4,5,66596361,67169595,573235,+,ENSG00000069020,MAST4,protein_coding,chromosome,microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037],ENSG00000069020.18,0.0198714072172006,3.796933693946926,0,0.9999999658683231,1,FALSE
MR1,1,181033425,181061938,28514,+,ENSG00000153029,MR1,protein_coding,chromosome,"major histocompatibility complex, class I-related [Source:HGNC Symbol;Acc:HGNC:4975]",ENSG00000153029.14,0.3122526609123426,6.229912051598052,0,0.9999999660460688,1,FALSE
TICAM2,5,115578650,115602479,23830,-,ENSG00000243414,TICAM2,protein_coding,chromosome,toll like receptor adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:21354],ENSG00000243414.5,-0.03337633130662265,4.225571847929035,0,0.9999999660492837,1,FALSE
RIPK2,8,89757806,89791064,33259,+,ENSG00000104312,RIPK2,protein_coding,chromosome,receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020],ENSG00000104312.8,-0.33946199514090925,4.32305049388567,0,0.9999999661789261,1,FALSE
ANXA6,5,151100706,151157785,57080,-,ENSG00000197043,ANXA6,protein_coding,chromosome,annexin A6 [Source:HGNC Symbol;Acc:HGNC:544],ENSG00000197043.14,-0.23536748595921253,8.459642132519717,0,0.9999999661966408,1,FALSE
ZC3H6,2,112275597,112340063,64467,+,ENSG00000188177,ZC3H6,protein_coding,chromosome,zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762],ENSG00000188177.14,-0.25758895055139686,4.467487450572762,0,0.9999999663277386,1,FALSE
GDI1,X,154436913,154443467,6555,+,ENSG00000203879,GDI1,protein_coding,chromosome,GDP dissociation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:4226],ENSG00000203879.12,0.19798997732466983,7.330294327341025,0,0.9999999669935238,1,FALSE
MTPAP,10,30309801,30374448,64648,-,ENSG00000107951,MTPAP,protein_coding,chromosome,mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:HGNC:25532],ENSG00000107951.14,-0.38452458972020986,3.926826074692316,0,0.999999967118981,1,FALSE
NABP2,12,56222015,56229854,7840,+,ENSG00000139579,NABP2,protein_coding,chromosome,nucleic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28412],ENSG00000139579.13,0.17082746020819028,3.4589742989997703,0,0.9999999671794942,1,FALSE
MRPL21,11,68891276,68903835,12560,-,ENSG00000197345,MRPL21,protein_coding,chromosome,mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479],ENSG00000197345.13,-0.19539487223003116,3.4257123872633497,0,0.9999999675625852,1,FALSE
H3-3A,1,226061851,226073212,11362,+,ENSG00000163041,H3-3A,protein_coding,chromosome,H3.3 histone A [Source:HGNC Symbol;Acc:HGNC:4764],ENSG00000163041.12,0.01364344884214752,10.131689912385657,0,0.9999999676544759,1,FALSE
DNAJA3,16,4425805,4456775,30971,+,ENSG00000103423,DNAJA3,protein_coding,chromosome,DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808],ENSG00000103423.14,-0.28907935911538285,4.726176899020418,0,0.9999999677358675,1,FALSE
FCHO1,19,17747718,17788568,40851,+,ENSG00000130475,FCHO1,protein_coding,chromosome,FCH and mu domain containing endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29002],ENSG00000130475.14,-0.12293441100034741,5.592862736236594,0,0.9999999678669923,1,FALSE
PELP1,17,4669774,4704337,34564,-,ENSG00000141456,PELP1,protein_coding,chromosome,"proline, glutamate and leucine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:30134]",ENSG00000141456.16,-0.16774102551007353,4.92380815914772,0,0.9999999678896218,1,FALSE
LRIF1,1,110947190,110963965,16776,-,ENSG00000121931,LRIF1,protein_coding,chromosome,ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol;Acc:HGNC:30299],ENSG00000121931.16,-0.3662023780921251,4.871097329384239,0,0.9999999680456952,1,FALSE
OVCA2,17,2042022,2043425,1404,+,ENSG00000262664,OVCA2,protein_coding,chromosome,OVCA2 serine hydrolase domain containing [Source:HGNC Symbol;Acc:HGNC:24203],ENSG00000262664.3,0.07457404657609512,3.3046071405798036,0,0.9999999681348831,1,FALSE
NUDCD2,5,163446526,163460102,13577,-,ENSG00000170584,NUDCD2,protein_coding,chromosome,NudC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30535],ENSG00000170584.11,-0.3524439223223066,3.610043037289517,0,0.9999999681425151,1,FALSE
SMARCA4,19,10960825,11079426,118602,+,ENSG00000127616,SMARCA4,protein_coding,chromosome,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:HGNC:11100]",ENSG00000127616.18,0.3632437112877511,6.1425823178014225,0,0.9999999682431077,1,FALSE
POLR2H,3,184361718,184368596,6879,+,ENSG00000163882,POLR2H,protein_coding,chromosome,RNA polymerase II subunit H [Source:HGNC Symbol;Acc:HGNC:9195],ENSG00000163882.9,-0.35523275927287346,3.568781456260991,0,0.9999999682645846,1,FALSE
ASPSCR1,17,81976807,82017406,40600,+,ENSG00000169696,ASPSCR1,protein_coding,chromosome,"ASPSCR1 tether for SLC2A4, UBX domain containing [Source:HGNC Symbol;Acc:HGNC:13825]",ENSG00000169696.16,-0.22182071707245266,3.3836586796302854,0,0.9999999683288063,1,FALSE
USE1,19,17215346,17219829,4484,+,ENSG00000053501,USE1,protein_coding,chromosome,unconventional SNARE in the ER 1 [Source:HGNC Symbol;Acc:HGNC:30882],ENSG00000053501.13,-0.3721954704247832,3.052308730735856,0,0.9999999684077661,1,FALSE
LUC7L2,7,139340359,139423457,83099,+,ENSG00000146963,LUC7L2,protein_coding,chromosome,"LUC7 like 2, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:21608]",ENSG00000146963.18,-0.4585364584588154,6.1023550312094965,0,0.9999999684525022,1,FALSE
CLASP1,2,121337776,121649587,311812,-,ENSG00000074054,CLASP1,protein_coding,chromosome,cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088],ENSG00000074054.18,0.3846081452081469,6.14860943730884,0,0.9999999685288223,1,FALSE
NFE2L1,17,48048329,48061545,13217,+,ENSG00000082641,NFE2L1,protein_coding,chromosome,"nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]",ENSG00000082641.16,0.522559587465639,6.859351336787865,0,0.9999999685747158,1,FALSE
POC5,5,75674124,75717448,43325,-,ENSG00000152359,POC5,protein_coding,chromosome,POC5 centriolar protein [Source:HGNC Symbol;Acc:HGNC:26658],ENSG00000152359.15,-0.456576940686765,3.3454358701340294,0,0.9999999685920123,1,FALSE
CDCA4,14,105009573,105021083,11511,-,ENSG00000170779,CDCA4,protein_coding,chromosome,cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625],ENSG00000170779.11,0.14097739703268442,2.837887828697104,0,0.99999996866684,1,FALSE
TBL1X,X,9463295,9741037,277743,+,ENSG00000101849,TBL1X,protein_coding,chromosome,transducin beta like 1 X-linked [Source:HGNC Symbol;Acc:HGNC:11585],ENSG00000101849.17,0.1196118730507969,6.979074738829629,0,0.9999999687390326,1,FALSE
TMA7,3,48440257,48444208,3952,+,ENSG00000232112,TMA7,protein_coding,chromosome,translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932],ENSG00000232112.3,-0.2205333951176005,6.310206251596232,0,0.9999999695958839,1,FALSE
PDCD5,19,32581190,32587453,6264,+,ENSG00000105185,PDCD5,protein_coding,chromosome,programmed cell death 5 [Source:HGNC Symbol;Acc:HGNC:8764],ENSG00000105185.12,-0.19037585495872467,4.0687039213897345,0,0.9999999696264349,1,FALSE
IPO4,14,24180219,24188869,8651,-,ENSG00000196497,IPO4,protein_coding,chromosome,importin 4 [Source:HGNC Symbol;Acc:HGNC:19426],ENSG00000196497.17,-0.033442635038015034,4.327830609448445,0,0.9999999697538412,1,FALSE
ZNF446,19,58474017,58481230,7214,+,ENSG00000083838,ZNF446,protein_coding,chromosome,zinc finger protein 446 [Source:HGNC Symbol;Acc:HGNC:21036],ENSG00000083838.16,-0.2717459063565548,2.7705479638146366,0,0.9999999697828872,1,FALSE
PRMT1,19,49675786,49689029,13244,+,ENSG00000126457,PRMT1,protein_coding,chromosome,protein arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5187],ENSG00000126457.21,0.009830210776986092,5.435945344869289,0,0.9999999697830227,1,FALSE
DGLUCY,14,91060333,91225632,165300,+,ENSG00000133943,DGLUCY,protein_coding,chromosome,D-glutamate cyclase [Source:HGNC Symbol;Acc:HGNC:20498],ENSG00000133943.20,0.14491909634040745,6.313724838579797,0,0.999999969785302,1,FALSE
REEP3,10,63521401,63625128,103728,+,ENSG00000165476,REEP3,protein_coding,chromosome,receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711],ENSG00000165476.14,-0.209859864141543,3.81461887460871,0,0.9999999698745725,1,FALSE
PSMB10,16,67934506,67936864,2359,-,ENSG00000205220,PSMB10,protein_coding,chromosome,proteasome 20S subunit beta 10 [Source:HGNC Symbol;Acc:HGNC:9538],ENSG00000205220.12,0.07931745845492699,6.07023608742017,0,0.9999999701747895,1,FALSE
UGDH,4,39498755,39528311,29557,-,ENSG00000109814,UGDH,protein_coding,chromosome,UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525],ENSG00000109814.12,-0.05874590203349195,3.815138207597954,0,0.9999999701785818,1,FALSE
RFX5,1,151340640,151347357,6718,-,ENSG00000143390,RFX5,protein_coding,chromosome,regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986],ENSG00000143390.17,-0.29398996086104745,5.733713316634353,0,0.9999999702002093,1,FALSE
IRF2,4,184387729,184474550,86822,-,ENSG00000168310,IRF2,protein_coding,chromosome,interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117],ENSG00000168310.11,0.32017834129911105,7.480103637468775,0,0.9999999703561471,1,FALSE
ABHD11,7,73736094,73738867,2774,-,ENSG00000106077,ABHD11,protein_coding,chromosome,abhydrolase domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16407],ENSG00000106077.18,0.12464702088672608,2.6310933194429706,0,0.9999999705852732,1,FALSE
VPS28,8,144423601,144428563,4963,-,ENSG00000160948,VPS28,protein_coding,chromosome,VPS28 subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18178],ENSG00000160948.14,-0.07493260116396705,5.963877388899861,0,0.9999999706617982,1,FALSE
ZNF224,19,44094339,44109886,15548,+,ENSG00000267680,ZNF224,protein_coding,chromosome,zinc finger protein 224 [Source:HGNC Symbol;Acc:HGNC:13017],ENSG00000267680.5,-0.20749153118582608,5.113577196124345,0,0.999999970675735,1,FALSE
NDUFS4,5,53560633,53683338,122706,+,ENSG00000164258,NDUFS4,protein_coding,chromosome,NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711],ENSG00000164258.12,-0.28874602023014173,3.5481930166396998,0,0.9999999709810732,1,FALSE
ENSAP2,14,82692704,82693055,352,-,ENSG00000259032,ENSAP2,processed_pseudogene,chromosome,endosulfine alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20011],ENSG00000259032.2,0.18482800206399563,2.865086493343836,0,0.999999971025555,1,FALSE
PRRC2C,1,171485551,171593511,107961,+,ENSG00000117523,PRRC2C,protein_coding,chromosome,proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903],ENSG00000117523.16,0.3541135065235803,8.268131166423458,0,0.9999999714149954,1,FALSE
PAK1,11,77321707,77474635,152929,-,ENSG00000149269,PAK1,protein_coding,chromosome,p21 (RAC1) activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590],ENSG00000149269.9,0.01827401249958438,7.5330265676066315,0,0.9999999715968769,1,FALSE
SAMD4B,19,39342396,39385710,43315,+,ENSG00000179134,SAMD4B,protein_coding,chromosome,sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492],ENSG00000179134.15,0.39630705740639005,5.705752777653809,0,0.9999999716302919,1,FALSE
SCFD2,4,52872982,53366066,493085,-,ENSG00000184178,SCFD2,protein_coding,chromosome,sec1 family domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30676],ENSG00000184178.16,-0.1286698645841602,3.8563146425148487,0,0.9999999716527003,1,FALSE
ALG8,11,78100936,78139653,38718,-,ENSG00000159063,ALG8,protein_coding,chromosome,"ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]",ENSG00000159063.13,-0.04904285104452555,4.311361107081715,0,0.9999999716834604,1,FALSE
AMMECR1,X,110194186,110440233,246048,-,ENSG00000101935,AMMECR1,protein_coding,chromosome,AMMECR nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:467],ENSG00000101935.10,-0.3371966666737194,3.757473471351316,0,0.999999971824419,1,FALSE
CCNL1,3,157146508,157160760,14253,-,ENSG00000163660,CCNL1,protein_coding,chromosome,cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569],ENSG00000163660.11,0.08996364590813055,7.326450754345552,0,0.9999999721001045,1,FALSE
ZXDC,3,126437601,126475891,38291,-,ENSG00000070476,ZXDC,protein_coding,chromosome,ZXD family zinc finger C [Source:HGNC Symbol;Acc:HGNC:28160],ENSG00000070476.15,0.2567219220227752,5.345826106828323,0,0.9999999721805589,1,FALSE
CASP6,4,109688622,109703583,14962,-,ENSG00000138794,CASP6,protein_coding,chromosome,caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507],ENSG00000138794.10,-0.20603846344567422,3.2121343672508704,0,0.9999999722417728,1,FALSE
